[mov mov mov], 164
[mov mov push], 9
[mov push push], 12
[push push push], 42
[push push sub], 6
[push sub mov], 7
[sub mov lea], 2
[mov lea mov], 94
[lea mov call], 68
[mov call xor], 8
[call xor mov], 6
[xor mov mov], 41
[mov mov call], 68
[mov call add], 2
[call add pop], 5
[add pop pop], 10
[pop pop pop], 42
[pop pop retn], 15
[mov call mov], 78
[call mov call], 7
[mov push sub], 7
[sub mov mov], 4
[call mov test], 40
[mov test jnz], 35
[test jnz lea], 55
[jnz lea mov], 7
[lea mov add], 2
[mov add pop], 14
[add pop jmp], 1
[pop jmp mov], 1
[jmp mov xor], 2
[mov xor mov], 38
[xor mov xor], 5
[mov mov xor], 12
[mov mov lea], 57
[lea mov mov], 44
[mov test jz], 17
[test jz test], 1
[jz test jnz], 1
[test jnz mov], 7
[jnz mov call], 3
[call mov lea], 37
[mov lea call], 44
[lea call lea], 25
[call lea mov], 20
[call mov mov], 51
[mov mov add], 8
[add pop retn], 10
[push push lea], 8
[push lea sub], 9
[lea sub mov], 7
[sub mov xor], 10
[mov xor lea], 13
[xor lea mov], 33
[call xor lea], 15
[mov lea xor], 3
[lea xor lea], 1
[lea mov xor], 12
[mov xor xor], 2
[xor xor mov], 3
[xor mov call], 5
[mov call test], 30
[call test js], 1
[test js mov], 2
[js mov mov], 2
[mov mov inc], 2
[mov inc cmp], 1
[inc cmp jnz], 11
[cmp jnz add], 6
[jnz add lea], 2
[add lea mov], 2
[mov call jmp], 3
[call jmp lea], 3
[jmp lea call], 4
[lea call xor], 11
[call mov cmp], 7
[mov cmp lea], 4
[cmp lea jnz], 7
[lea jnz lea], 6
[lea call xorps], 2
[call xorps movups], 1
[xorps movups movups], 1
[movups movups movups], 55
[movups movups call], 27
[movups call lea], 2
[lea mov cmp], 1
[jnz lea add], 3
[lea add lea], 1
[add lea lea], 1
[lea lea call], 9
[lea mov lea], 28
[lea call mov], 49
[call mov xor], 19
[lea call cmp], 2
[call cmp jnz], 3
[cmp jnz lea], 6
[jnz lea call], 53
[mov xor call], 14
[xor call lea], 5
[mov mov pop], 4
[mov pop pop], 5
[lea sub xor], 1
[sub xor mov], 5
[lea mov movups], 9
[mov movups mov], 21
[movups mov movups], 17
[mov movups movups], 34
[movups call mov], 13
[mov mov test], 10
[mov call lea], 16
[call lea movups], 11
[lea movups movups], 11
[movups movups mov], 28
[mov movups psrldq], 5
[movups psrldq movq], 19
[psrldq movq movups], 10
[movq movups psrldq], 10
[psrldq movq mov], 7
[movq mov lea], 5
[mov lea imul], 4
[lea imul movups], 4
[imul movups add], 5
[movups add call], 5
[add call mov], 14
[mov lea cmp], 6
[lea cmp jnz], 16
[cmp jnz mov], 31
[jnz mov lea], 22
[mov call imul], 12
[call imul movups], 14
[imul movups movups], 16
[movups mov movq], 18
[mov movq mov], 16
[movq mov movups], 15
[movups call test], 15
[call test jz], 28
[test jz mov], 33
[jz mov call], 22
[mov call movups], 15
[call movups movdqa], 4
[movups movdqa movq], 15
[movdqa movq movups], 4
[psrldq movq movq], 11
[movq movq movdqa], 11
[movq movdqa psrldq], 12
[movdqa psrldq movq], 12
[psrldq movq lea], 11
[movq lea mov], 9
[lea mov imul], 11
[mov imul lea], 11
[imul lea add], 11
[lea add call], 11
[call lea cmp], 11
[add call xor], 2
[movups mov mov], 12
[mov mov movups], 18
[mov movups call], 3
[lea call nop], 3
[call nop nop], 2
[nop nop mov], 3
[nop mov mov], 4
[add call movups], 6
[call movups mov], 6
[movups mov lea], 9
[lea mov movq], 1
[mov movq movups], 4
[movq movups mov], 2
[movups mov psrldq], 1
[mov psrldq movq], 2
[mov mov movq], 1
[movq mov mov], 4
[push sub xor], 5
[test jz cmp], 3
[jz cmp ja], 1
[cmp ja mov], 2
[ja mov jmp], 1
[mov jmp xorps], 1
[jmp xorps test], 1
[xorps test js], 1
[test js cvtsi2sd], 1
[js cvtsi2sd jmp], 1
[cvtsi2sd jmp mov], 1
[jmp mov and], 1
[mov and shr], 1
[and shr or], 1
[shr or cvtsi2sd], 1
[or cvtsi2sd addsd], 1
[cvtsi2sd addsd call], 1
[addsd call call], 1
[call call movaps], 1
[call movaps movsd], 1
[movaps movsd call], 1
[movsd call movsd], 1
[call movsd xor], 1
[movsd xor comisd], 1
[xor comisd jb], 1
[comisd jb subsd], 1
[jb subsd comisd], 1
[subsd comisd jnb], 1
[comisd jnb mov], 1
[jnb mov mov], 1
[mov mov cvttsd2si], 1
[mov cvttsd2si add], 1
[cvttsd2si add mov], 1
[add mov imul], 1
[mov imul mov], 1
[imul mov call], 1
[lea call call], 1
[call call mov], 2
[jnz mov mov], 10
[call mov imul], 2
[mov imul movups], 2
[movq movups movups], 2
[test jz call], 10
[jz call movups], 2
[call movups movups], 10
[movups movups jmp], 2
[movups jmp mov], 2
[jmp mov mov], 9
[lea mov dec], 2
[mov dec imul], 3
[dec imul add], 2
[imul add call], 4
[mov inc add], 1
[inc add pop], 1
[mov mov nop], 4
[mov nop inc], 4
[nop inc cmp], 7
[mov add mov], 2
[add mov inc], 1
[mov inc lea], 1
[inc lea call], 1
[mov add movups], 1
[add movups movups], 2
[mov call nop], 1
[call nop cmp], 1
[nop cmp lea], 2
[lea jnz mov], 1
[mov mov dec], 1
[dec imul mov], 1
[imul mov mov], 3
[mov lea lea], 16
[lea lea mov], 9
[mov cmp jz], 5
[cmp jz mov], 10
[jz mov mov], 2
[mov nop nop], 2
[nop nop movzx], 1
[nop movzx movzx], 1
[movzx movzx cmp], 1
[movzx cmp jnz], 1
[cmp jnz test], 1
[jnz test jz], 1
[jz cmp jnz], 2
[cmp jnz cmp], 5
[jnz cmp jnz], 2
[jnz cmp jz], 3
[cmp jz lea], 5
[jz lea mov], 3
[lea call test], 13
[test jz lea], 2
[mov mov jmp], 2
[mov jmp mov], 3
[call test jnz], 31
[test jnz imul], 1
[jnz imul mov], 1
[xor call add], 3
[lea call movups], 2
[lea mov movdqa], 1
[mov movdqa movq], 2
[movdqa movq psrldq], 13
[movq psrldq movq], 14
[movups movups movdqa], 9
[psrldq movq jmp], 4
[movq jmp mov], 6
[movups movups lea], 2
[movups lea mov], 2
[add call add], 2
[call add cmp], 3
[add cmp jb], 3
[cmp jb movups], 2
[jb movups xor], 1
[movups xor mov], 1
[xor mov movups], 1
[lea call imul], 3
[movups movups movq], 3
[movups movq psrldq], 1
[psrldq movq movdqa], 2
[psrldq movq dec], 1
[movq dec lea], 1
[dec lea imul], 3
[lea imul mov], 5
[imul mov add], 5
[mov add call], 5
[lea xor xor], 1
[mov test js], 1
[call lea inc], 1
[lea inc cmp], 3
[lea mov test], 1
[jz mov lea], 12
[jnz lea jmp], 3
[lea jmp mov], 4
[mov call cmp], 8
[call cmp jz], 7
[jz lea call], 4
[jz call mov], 5
[lea lea xor], 1
[lea xor mov], 1
[mov lea nop], 4
[lea nop inc], 3
[jnz add mov], 4
[add mov xor], 5
[mov lea inc], 2
[lea cmp lea], 1
[xor call mov], 6
[call mov add], 4
[mov mov xorps], 1
[mov xorps mov], 3
[xorps mov mov], 1
[lea call movzx], 1
[call movzx xor], 1
[movzx xor cmp], 1
[xor cmp jnz], 1
[test jz jmp], 1
[jz jmp test], 1
[jmp test jnz], 1
[call mov xorps], 1
[xorps mov movups], 2
[lea jmp xor], 1
[jmp xor lea], 1
[lea nop cmp], 1
[xor mov lea], 1
[call nop mov], 1
[movups movups psrldq], 1
[movq movups dec], 2
[movups dec psrldq], 1
[dec psrldq movq], 2
[psrldq movq imul], 3
[movq imul movups], 1
[movq lea imul], 2
[call movups psrldq], 2
[movq movups movdqa], 2
[jmp mov movups], 2
[movups movups dec], 2
[movups dec lea], 2
[call movups xor], 2
[movups xor lea], 2
[mov call xorps], 3
[call xorps mov], 4
[xorps mov lea], 2
[mov lea movups], 3
[lea movups mov], 3
[movups mov call], 2
[mov cmp jnz], 9
[call xor jmp], 1
[xor jmp mov], 1
[jmp mov lea], 5
[lea call jmp], 4
[call jmp mov], 3
[test jz movups], 1
[jz movups jmp], 1
[movups jmp lea], 1
[xorps mov movq], 1
[mov movq test], 1
[movq test jz], 2
[jz mov xor], 4
[mov mov psrldq], 1
[mov psrldq movd], 1
[psrldq movd mov], 1
[movd mov mov], 1
[call test mov], 1
[test mov setnz], 1
[mov setnz test], 1
[setnz test jz], 1
[push push mov], 1
[push mov call], 1
[mov call sub], 1
[call sub mov], 1
[mov mov cmp], 6
[cmp jnz movzx], 1
[jnz movzx test], 1
[movzx test jz], 1
[mov lea bt], 1
[lea bt jb], 1
[bt jb test], 1
[jb test jz], 1
[call movups movsd], 1
[movups movsd movups], 2
[movsd movups movsd], 1
[movups movsd movq], 1
[movsd movq mov], 1
[movups movups cmp], 1
[movups cmp jz], 1
[add call jmp], 1
[test jnz xor], 2
[jnz xor lea], 2
[jnz lea lea], 1
[xor lea cmp], 1
[lea cmp setnbe], 1
[cmp setnbe test], 1
[setnbe test jnz], 1
[test jnz jmp], 1
[jnz jmp mov], 1
[mov lea add], 1
[lea add mov], 1
[xor lea call], 1
[lea sub movaps], 1
[sub movaps movaps], 1
[movaps movaps movaps], 2
[movaps movaps mov], 2
[movaps mov xor], 1
[movups mov xorps], 1
[xorps mov movdqu], 1
[mov movdqu mov], 1
[movdqu mov mov], 1
[movups movq test], 1
[mov call movsd], 1
[call movsd mov], 1
[movsd mov cmp], 1
[mov cmp movsd], 1
[cmp movsd movups], 1
[movsd movups movups], 2
[movups movups jz], 1
[movups jz lea], 1
[movq movdqa dec], 1
[movdqa dec psrldq], 1
[movq imul add], 2
[movups mov nop], 1
[mov nop test], 1
[nop test jz], 1
[test jz dec], 1
[jz dec mov], 1
[dec mov mov], 1
[mov xor imul], 1
[xor imul add], 1
[imul add movups], 1
[movups movups movsd], 2
[movups movsd call], 1
[movsd call xor], 1
[lea call movq], 1
[call movq add], 1
[movq add mov], 1
[add mov mov], 1
[movups movq mov], 1
[movq mov call], 1
[mov lea psrldq], 1
[lea psrldq movq], 1
[psrldq movq psrldq], 1
[movq psrldq dec], 1
[psrldq dec movq], 1
[dec movq imul], 1
[movq imul xor], 1
[imul xor mov], 1
[call jmp cmp], 1
[jmp cmp jnz], 1
[call imul mov], 1
[call jmp test], 1
[jmp test jz], 1
[call lea movaps], 1
[lea movaps movaps], 1
[movaps mov pop], 1
[xor mov nop], 1
[nop mov lea], 1
[xor xor lea], 1
[test jnz call], 1
[jnz call cmp], 1
[mov movups movq], 1
[movups movq jmp], 2
[test jnz xorps], 1
[jnz xorps movups], 1
[xorps movups movq], 1
[mov lea movdqa], 1
[lea movdqa mov], 1
[movdqa mov psrldq], 1
[jz mov cmp], 2
[cmp jz nop], 1
[jz nop mov], 2
[nop mov nop], 1
[cmp jnz inc], 1
[jnz inc lea], 1
[inc lea mov], 1
[lea call add], 1
[call add lea], 2
[add lea cmp], 2
[lea cmp jnb], 1
[cmp jnb mov], 1
[jnb mov cmp], 1
[lea add cmp], 2
[add cmp jnz], 2
[mov mov movdqa], 1
[lea cmp jb], 1
[jb movups mov], 1
[lea call xchg], 1
[call xchg mov], 1
[xchg mov mov], 1
[movups dec movups], 1
[dec movups psrldq], 1
[call lea lea], 1
[call lea call], 3
[call cmp lea], 1
[cmp lea jz], 1
[lea jz nop], 1
[lea lea lea], 1
[jz call test], 1
[mov call call], 1
[call call call], 2
[mov xor test], 1
[xor test jz], 1
[mov push mov], 1
[push mov sub], 1
[mov sub mov], 1
[lea xor call], 1
[mov lea shl], 1
[lea shl xor], 1
[shl xor xor], 1
[xor xor xor], 1
[xor mov and], 1
[mov and mov], 3
[and mov cmp], 3
[mov cmp cmovz], 1
[cmp cmovz mov], 1
[cmovz mov mov], 1
[mov mov not], 1
[mov not mov], 1
[not mov add], 1
[mov push lea], 1
[jz mov int], 1
[mov int mov], 1
[int mov call], 1
[xor call test], 2
[add mov call], 1
[test jnz cmp], 1
[sub xor call], 1
[cmp jnz movsxd], 1
[jnz movsxd cmp], 1
[movsxd cmp jnz], 1
[jnz mov cmp], 2
[jnz cmp jbe], 1
[cmp jbe cmp], 2
[jbe cmp setnz], 1
[cmp setnz jmp], 1
[setnz jmp xor], 1
[jmp xor add], 1
[xor add retn], 1
[jz lea cmp], 1
[lea cmp jbe], 1
[jbe cmp jz], 1
[mov xor add], 1
[xor add pop], 1
[pop retn call], 1
[retn call mov], 1
[push sub lea], 2
[sub lea lea], 2
[lea lea jmp], 2
[jmp mov test], 2
[jz call add], 2
[cmp jb mov], 2
[jb mov add], 2
[sub xor xor], 1
[xor xor cpuid], 1
[xor cpuid xor], 1
[cpuid xor xor], 1
[xor xor or], 1
[xor or mov], 1
[or mov mov], 3
[mov xor or], 1
[xor or lea], 1
[or lea cpuid], 1
[lea cpuid mov], 2
[cpuid mov jnz], 1
[mov jnz and], 1
[jnz and mov], 1
[and mov mov], 4
[cmp jz cmp], 2
[jz cmp jz], 2
[cmp jz add], 1
[jz add cmp], 1
[add cmp ja], 1
[ja mov bt], 1
[mov bt jnb], 9
[bt jnb mov], 4
[jnb mov or], 1
[mov or mov], 2
[or mov jmp], 1
[mov cmp jl], 3
[cmp jl lea], 1
[jl lea xor], 1
[lea xor cpuid], 1
[xor cpuid mov], 2
[cpuid mov mov], 3
[mov mov bt], 3
[bt jnb or], 1
[jnb or mov], 1
[or mov cmp], 1
[cmp jl mov], 1
[jl mov lea], 1
[mov lea cpuid], 1
[cmp jl xor], 1
[jl xor cpuid], 1
[mov mov and], 3
[bt jnb and], 1
[jnb and mov], 1
[bt jnb xor], 1
[jnb xor xgetbv], 1
[xor xgetbv shl], 1
[xgetbv shl or], 1
[shl or mov], 1
[or mov bt], 1
[jnb mov and], 2
[mov and cmp], 3
[and cmp jnz], 3
[mov mov or], 1
[test jz or], 1
[jz or mov], 1
[mov and and], 1
[and and mov], 2
[jnz mov and], 1
[jnz mov or], 1
[mov or and], 1
[or and mov], 1
[jmp mov bt], 1
[bt jnb btr], 2
[jnb btr mov], 2
[btr mov bt], 1
[mov mov shr], 1
[mov shr and], 1
[shr and and], 1
[and mov or], 1
[mov or not], 1
[or not and], 1
[not and mov], 1
[mov cmp jbe], 1
[cmp jbe and], 1
[jbe and mov], 1
[and mov bt], 1
[jnb mov bt], 1
[btr mov xor], 1
[push mov mov], 1
[and mov test], 1
[mov test mov], 1
[test mov jz], 1
[mov jz mov], 1
[jz mov movsxd], 1
[mov movsxd neg], 1
[movsxd neg add], 1
[neg add movsxd], 1
[add movsxd and], 1
[movsxd and movsxd], 1
[and movsxd mov], 1
[movsxd mov mov], 1
[test jz movzx], 1
[jz movzx mov], 1
[movzx mov and], 1
[mov and add], 1
[and add xor], 1
[add xor mov], 1
[xor mov pop], 1
[mov pop jmp], 1
